time_bin,avg_turns,p90_turns,p95_turns,session_count
3708000,1.058404980729321,1.0,2.0,3373
3711600,1.1133368476541907,2.0,2.0,1897
3715200,1.070364238410596,1.0,2.0,1208
3718800,1.3966666666666667,1.0,1.0,300
3736800,55.0,55.0,55.0,1
3747600,1.763157894736842,1.0,2.0,152
3751200,1.0357313766150902,1.0,1.0,6269
3754800,1.1001011122345803,1.0,2.0,1978
3758400,1.3082191780821917,1.0,2.0,146
3762000,1.3926605504587155,1.0,2.0,545
3765600,5.916666666666667,12.500000000000002,20.649999999999988,12
3769200,10.25925925925926,17.800000000000015,30.39999999999999,27
3772800,1.6253298153034301,2.0,3.0,379
3776400,1.3774954627949183,2.0,2.0,551
3780000,9.0,9.800000000000011,48.199999999999875,25
3783600,1.736,3.0,3.799999999999997,125
3787200,1.2009478672985783,1.0,2.0,1055
3790800,1.0457190357439734,1.0,1.0,3609
3794400,1.0260869565217392,1.0,1.0,4600
3798000,1.1062124248496994,2.0,2.0,998
3801600,1.3293413173652695,2.0,3.0,334
3805200,2.244186046511628,3.0,4.0,86
3808800,5.3076923076923075,3.0,22.199999999999932,13
3826800,178.0,178.0,178.0,1
3837600,1.6354679802955665,1.0,1.75,406
3841200,1.455813953488372,2.0,3.299999999999983,215
3844800,1.0351208459214503,1.0,1.0,2648
3848400,1.0534495830174375,1.0,2.0,2638
3852000,1.0672696438665914,1.0,1.0,3538
3855600,1.0418982471141514,1.0,1.0,4678
3859200,1.0868167202572347,1.0,2.0,2488
3862800,1.0515800944424265,1.0,1.400000000000091,2753
3866400,1.0527182866556837,1.0,1.0,2428
3870000,1.0708074534161491,1.0,2.0,2415
3873600,1.0894151764137265,1.0,2.0,2069
3877200,1.0916230366492146,1.0,2.0,1528
3880800,1.2514124293785311,2.0,2.0,354
3884400,1.5161290322580645,3.0,3.0,186
3888000,1.0106064099608023,1.0,1.0,4337
3891600,1.0769230769230769,1.0,2.0,754
3895200,1.62,1.0,2.0,150
3909600,6.0,6.0,6.0,1
3916800,145.0,145.0,145.0,1
3927600,1.1071428571428572,1.7000000000000028,2.0,84
3931200,1.1899038461538463,2.0,2.0,416
3934800,1.0446232626188734,1.0,1.0,1367
3938400,1.0233761598857958,1.0,1.0,5604
3942000,1.0382660687593424,1.0,1.0,3345
3945600,1.0428310263776444,1.0,1.0,3829
3949200,1.079464988198269,1.0,2.0,1271
3952800,1.1378504672897196,2.0,2.0,428
3956400,1.186335403726708,2.0,2.0,483
3960000,1.2481060606060606,2.0,2.0,528
3963600,1.2710084033613445,2.0,2.0,476
3967200,1.53125,2.0,3.0,192
3970800,1.0168539325842696,1.0,1.0,3560
3974400,1.4538799414348462,1.0,1.0,683
4010400,1.0118095238095237,1.0,1.0,5250
4014000,1.1490787269681741,2.0,2.0,597
4017600,1.2394366197183098,2.0,2.0,284
4021200,1.434065934065934,2.0,2.0,182
4024800,1.0483005366726297,1.0,1.0,2236
4028400,1.0841300191204588,1.0,2.0,1569
4032000,1.3540372670807452,2.0,2.0,483
4035600,1.9466019417475728,2.0,3.0,206
4039200,1.3106060606060606,2.0,2.0,264
4042800,1.3433734939759037,2.0,3.0,332
4046400,2.0362173038229376,1.0,2.0,497
4057200,23.666666666666668,44.20000000000003,118.59999999999994,9
4064400,10.25,26.100000000000005,31.04999999999999,4
4068000,38.0,38.0,38.0,1
4075200,399.0,399.0,399.0,1
4100400,143.0,143.0,143.0,1
4104000,49.0,49.0,49.0,1
4107600,61.0,108.2,114.1,2
4111200,13.173913043478262,36.8,40.599999999999994,23
4114800,42.25,134.7,162.34999999999997,8
4118400,147.66666666666666,336.6,376.79999999999995,3
4129200,2.875,6.099999999999999,8.549999999999997,8
4132800,20.2,17.4,90.29999999999976,15
4140000,1.032422417786012,1.0,1.0,2159
4143600,1.028560830860534,1.0,1.0,2696
4147200,1.0089718719689622,1.0,1.0,4124
4150800,1.0327272727272727,1.0,1.0,1925
4165200,6.0,6.0,6.0,1
4172400,185.0,332.2,350.59999999999997,2
4183200,1.0396825396825398,1.0,1.0,252
4186800,1.3475650433622415,1.0,2.0,1499
4197600,12.142857142857142,19.800000000000004,39.19999999999998,14
4201200,12.95,28.900000000000027,48.500000000000036,20
4204800,2.033707865168539,2.0,7.150000000000006,178
4208400,1.1516634050880625,1.0,2.0,1022
4212000,7.454545454545454,19.0,20.0,11
4215600,1.0354871108135253,1.0,1.0,2987
4219200,1.3468950749464668,1.0,1.0,467
4222800,1.049446668236402,1.0,1.0,4247
4226400,1.3204633204633205,2.0,2.0,259
4230000,1.375,1.0,1.0,328
4233600,1.3654618473895583,1.0,1.0,249
4244400,16.0,16.0,16.0,1
4251600,2.0,2.0,2.0,1
4255200,2.0,2.0,2.0,1
4258800,1.0,1.0,1.0,1
4262400,107.0,107.0,107.0,1
4266000,1.3333333333333333,1.0,1.0,102
4269600,13.1,30.300000000000047,61.45000000000002,20
4273200,1.266090297790586,1.0,2.0,1041
4280400,1.0380952380952382,1.0,1.0,1680
4284000,1.3183673469387756,1.0,3.0,735
4287600,6.804347826086956,12.5,19.5,46
4291200,4.415384615384616,7.0,7.799999999999997,65
4294800,46.8,129.40000000000003,164.19999999999996,5
4298400,1.4342105263157894,2.0,2.4499999999999886,152
4302000,1.4071428571428573,2.0,3.0,280
4305600,1.4320987654320987,2.0,2.0,324
4309200,6.0,4.700000000000003,35.300000000000026,44
4312800,3.1724137931034484,5.400000000000006,11.0,87
4316400,1.9126984126984128,3.0,4.0,126
4320000,2.84,4.600000000000001,7.3999999999999915,25
4323600,10.047619047619047,10.0,11.0,21
4348800,1.5277777777777777,2.5,3.25,36
4352400,1.5244755244755244,2.0,3.0,143
4356000,2.42,4.0,5.0,150
4359600,5.782608695652174,4.0,22.75,46
4363200,1.0970636215334422,1.0,2.0,1226
4366800,1.0372723422278696,1.0,1.0,2361
4370400,1.5993265993265993,1.0,2.0,297
4374000,6.636363636363637,2.6000000000000014,3.0,55
4377600,2.2314814814814814,4.0,5.0,108
4381200,1.1953216374269007,2.0,2.0,855
4384800,1.2322456813819578,2.0,2.0,521
4388400,1.305732484076433,2.0,2.1999999999999886,157
4392000,1.228643216080402,2.0,2.0,398
4395600,1.3665480427046264,2.0,3.0,281
4399200,1.0693069306930694,1.0,2.0,1212
4402800,1.1016949152542372,1.0,2.0,531
4406400,1.36919315403423,2.0,3.0,409
4410000,1.1911764705882353,2.0,2.0,408
4413600,1.1098591549295775,1.0,1.0,355
4417200,1.0258823529411765,1.0,1.0,850
4420800,9.0,9.0,9.0,1
4428000,4.0,4.0,4.0,1
4435200,4.5,5.7,5.85,2
4438800,1.2179054054054055,2.0,2.0,592
4442400,2.6982758620689653,2.0,3.0,116
4446000,1.0870327102803738,1.0,1.0,1712
4449600,1.0052337337932675,1.0,1.0,16814
4453200,8.76923076923077,23.8,27.599999999999987,13
4456800,7.44,10.40000000000002,19.999999999999986,25
4460400,1.4543973941368078,2.0,2.0,614
4464000,1.1528716216216217,1.0,2.0,1184
4467600,1.1341600901916573,1.0,2.0,887
4471200,1.0564603691639523,1.0,1.0,921
4474800,2.6506024096385543,2.0,3.0,83
4478400,1.0604026845637584,1.0,1.5999999999999943,149
4482000,1.5687732342007434,1.0,2.0,538
4489200,1.1335227272727273,1.0,1.0,1056
4521600,63.0,63.0,63.0,1
4528800,1.0225409836065573,1.0,1.0,488
4532400,1.0227777777777778,1.0,1.0,1800
4536000,1.8666666666666667,2.0,2.0,30
4539600,1.7150259067357514,1.0,1.0,193
4546800,1.0363735070575462,1.0,1.0,1842
4550400,1.0551065393093313,1.0,1.0,1361
4554000,1.294871794871795,1.0,1.0,234
4557600,1.0485074626865671,1.0,1.0,536
4561200,1.043175487465181,1.0,1.0,1436
4564800,1.0228215767634854,1.0,1.0,1928
4568400,1.0225326723749437,1.0,1.0,2219
4572000,1.0303413400758534,1.0,1.0,2373
4575600,1.0258397932816536,1.0,1.0,1548
4579200,1.0122917235727944,1.0,1.0,3661
4582800,1.063345966432052,1.0,1.0,1847
4600800,77.0,77.0,77.0,1
4611600,18.5,30.900000000000002,32.449999999999996,2
4615200,20.333333333333332,56.5,76.25,6
4618800,5.5,14.0,16.5,6
4622400,82.5,147.7,155.85,2
4629600,44.5,79.3,83.64999999999999,2
4633200,50.333333333333336,94.0,101.5,3
4640400,1.510204081632653,2.0,3.1999999999999886,49
4644000,3.169230769230769,1.0,1.7999999999999972,65
4651200,4.866666666666666,1.0,18.399999999999938,15
4654800,2.842857142857143,2.0,2.549999999999997,70
4662000,2.0,2.0,2.6999999999999957,67
4665600,32.75,89.90000000000002,108.94999999999996,4
4690800,3.0,3.0,3.0,1
4694400,389.0,389.0,389.0,1
4708800,1.188612099644128,1.0,2.0,281
4712400,4.306451612903226,1.8999999999999986,2.0,62
4716000,1.2704761904761905,1.0,2.0,525
4719600,1.9664179104477613,2.0,2.0,268
4723200,1.619047619047619,2.0,2.0,231
4726800,1.1116883116883116,1.0,2.0,1540
4730400,1.0289228723404256,1.0,1.0,3008
4734000,1.047034764826176,1.0,1.0,1467
4737600,1.1782178217821782,2.0,2.0,707
4741200,1.1173959445037354,2.0,2.0,937
4744800,1.2066420664206643,1.0,2.0,542
4748400,1.1199186991869918,1.0,2.0,492
4752000,1.1348511383537654,2.0,2.0,571
4755600,1.0952879581151833,1.0,1.0,955
4766400,4.0,4.0,4.0,1
4773600,12.0,12.0,12.0,1
4777200,80.0,80.0,80.0,1
4784400,1.1444444444444444,2.0,2.0,180
4788000,1.261271676300578,2.0,2.0,865
4791600,1.308910891089109,2.0,2.7999999999999545,505
4795200,3.0416666666666665,1.0,2.6999999999999957,24
4798800,1.08,1.0,2.0,875
4802400,1.3480885311871227,2.0,2.1999999999999886,497
4806000,1.382716049382716,2.0,3.0,648
4809600,1.2769726247987117,2.0,2.0,621
4813200,1.1472803347280334,1.0,2.0,1195
4816800,1.1069651741293531,1.0,2.0,804
4820400,1.115549215406562,1.0,2.0,701
4824000,2.3714285714285714,4.0,5.549999999999997,70
4827600,1.1280788177339902,1.0,2.0,609
4831200,5.586206896551724,2.0,2.0,29
4834800,1.0463709677419355,1.0,1.0,1488
4838400,1.0315203955500618,1.0,1.0,1618
4842000,1.0132530120481928,1.0,1.0,1660
4845600,1.0140148392415498,1.0,1.0,1213
4849200,1.0100946372239747,1.0,1.0,1585
4852800,1.0254476908576815,1.0,1.0,1061
4856400,1.0321951219512195,1.0,1.0,1025
4860000,1.0,1.0,1.0,338
4863600,1.0,1.0,1.0,687
4867200,1.0458089668615984,1.0,1.0,1026
4870800,1.1160975609756099,1.0,1.0,1025
4874400,1.0832025117739403,1.0,2.0,1274
4878000,2.317073170731707,2.9000000000000057,3.950000000000003,82
4881600,1.051985559566787,1.0,1.0,1385
4885200,1.0604133545310015,1.0,2.0,1887
4888800,1.149643705463183,1.0,2.0,1263
4892400,1.4188790560471976,2.0,3.0,678
4896000,1.1102873030583873,1.0,2.0,2158
4899600,1.044220870379036,1.0,1.0,4274
4903200,1.0324514991181657,1.0,1.0,2835
4906800,1.0453423812461444,1.0,1.0,3242
4910400,1.1045969353764158,1.0,2.0,1501
4914000,1.056326530612245,1.0,1.0,2450
4917600,1.0666666666666667,1.0,1.0,2460
4921200,1.0380171449869549,1.0,1.0,2683
4924800,1.0719424460431655,1.0,2.0,556
4928400,1.0079756931257122,1.0,1.0,2633
4932000,1.0187901008249312,1.0,1.0,2182
4935600,1.0092637737688932,1.0,1.0,2051
4939200,1.0,1.0,1.0,1171
4942800,1.0087527352297594,1.0,1.0,914
4946400,1.0054759898904801,1.0,1.0,2374
4950000,1.0020576131687242,1.0,1.0,2430
4953600,1.011837655016911,1.0,1.0,1774
4957200,1.1785714285714286,2.0,2.0,448
4960800,1.0505127231295102,1.0,1.0,2633
4964400,1.0442334414080592,1.0,1.0,4318
4968000,1.0244692335372436,1.0,1.0,2779
4971600,1.0327308255984367,1.0,1.0,2047
4975200,1.040398740818468,1.0,1.0,3812
4978800,1.219090909090909,2.0,2.0,1100
4982400,1.3293650793650793,2.0,2.0,756
4986000,1.0821389195148843,1.0,2.0,1814
4989600,1.0886777513855899,1.0,2.0,1263
4993200,1.058879694462126,1.0,1.0,3142
4996800,1.102439024390244,1.0,1.0,1025
5000400,19.375,34.9,35.949999999999996,8
5004000,1.0759717314487633,1.0,1.0,1132
5007600,1.2511627906976743,1.0,2.0,430
5011200,1.0365203118588429,1.0,1.0,2437
5014800,1.0106185293336873,1.0,1.0,3767
5018400,1.0095238095238095,1.0,1.0,1680
5022000,1.0066528066528067,1.0,1.0,2405
5025600,1.000451467268623,1.0,1.0,2215
5029200,1.0740740740740742,1.0,1.0,27
5032800,1.0029268292682927,1.0,1.0,2050
5036400,1.0195121951219512,1.0,1.0,1025
5040000,1.0292682926829269,1.0,1.0,1025
5043600,1.0400219298245614,1.0,1.0,1824
5047200,1.0386977886977886,1.0,1.0,3256
5050800,1.0382634289919057,1.0,1.0,2718
5054400,1.0239958268127283,1.0,1.0,1917
5058000,1.0397727272727273,1.0,1.0,2992
5061600,1.1540642722117203,2.0,2.0,1058
5065200,1.0691699604743083,1.0,2.0,2024
5068800,1.2068493150684931,2.0,2.0,730
5072400,1.0885896527285612,1.0,2.0,1411
5076000,1.3527272727272728,2.0,3.0,275
5079600,1.2,2.0,2.0,265
5083200,2.973684210526316,2.0,2.0,38
5086800,1.105740181268882,1.0,2.0,331
5090400,1.1710526315789473,2.0,2.0,380
5094000,1.0105295757200372,1.0,1.0,3229
5097600,1.26171875,1.0,1.0,256
5101200,1.0210166177908113,1.0,1.0,2046
5108400,1.0009775171065494,1.0,1.0,2046
5115600,1.00341796875,1.0,1.0,2048
5122800,1.0009779951100244,1.0,1.0,2045
5126400,1.0030425963488845,1.0,1.0,2958
5130000,1.0088028169014085,1.0,1.0,1136
5133600,1.005493298176225,1.0,1.0,4551
5137200,1.0131810193321618,1.0,1.0,2276
5140800,1.006428284451587,1.0,1.0,4978
5144400,1.019620253164557,1.0,1.0,3160
5148000,1.0059701492537314,1.0,1.0,8040
5151600,1.04839617332583,1.0,1.0,1777
5155200,1.0144424385502013,1.0,1.0,7201
5158800,1.0176600441501105,1.0,1.0,4077
5162400,1.0104929233772573,1.0,1.0,4098
5166000,1.007405578869415,1.0,1.0,4051
5169600,1.0251694094869312,1.0,1.0,2066
5173200,1.055636896046852,1.0,1.0,1366
5176800,1.0046332046332047,1.0,1.0,1295
5180400,1.6857142857142857,1.0,1.0,70
5187600,1.0146412884333822,1.0,1.0,1366
5194800,3.0,3.0,3.0,1
5198400,6.0,6.0,6.0,1
5202000,11.0,11.0,11.0,1
5209200,1.007320644216691,1.0,1.0,1366
5212800,158.0,158.0,158.0,1
5230800,1.0226939970717424,1.0,1.0,1366
5234400,1.0732064421669107,1.0,1.0,4098
5252400,1.0387994143484627,1.0,1.0,1366
5256000,1.0444119082479257,1.0,1.0,4098
